0.17644	0.10919	0.11481	0.11990	0.11270	0.10760	0.11217	0.12081	0.13294	0.14366	0.15349	0.17271	0.19755	
	0.19086	0.12899	0.13679	0.12990	0.12280	0.11832	0.12711	0.13936	0.14799	0.15861	0.17675	0.20645	
		0.20517	0.15193	0.14367	0.13905	0.13384	0.13150	0.14294	0.15196	0.16716	0.18377	0.21287	
			0.22518	0.15843	0.15693	0.15158	0.14989	0.14779	0.15872	0.17517	0.18868	0.21963	
				0.24472	0.16980	0.16936	0.16650	0.16422	0.16432	0.17796	0.19670	0.21346	
					0.26822	0.18342	0.18286	0.18283	0.18365	0.18574	0.20291	0.22435	
						0.29405	0.20010	0.20425	0.20071	0.20457	0.21261	0.23584	
							0.32600	0.22572	0.22594	0.22804	0.23555	0.24664	
								0.36171	0.25471	0.25716	0.26490	0.27499	
									0.39953	0.27015	0.27822	0.28786	
										0.44525	0.29286	0.30759	
											0.49664	0.32304	
												0.55777	
