0.15418	0.09063	0.09715	0.10135	0.09209	0.08598	0.09132	0.09704	0.10644	0.11482	0.12410	0.13832	0.16367	
	0.16308	0.10796	0.11344	0.10649	0.09983	0.09469	0.10131	0.11046	0.11980	0.12923	0.14321	0.16979	
		0.17246	0.12496	0.12079	0.11328	0.10761	0.10414	0.11636	0.12359	0.13372	0.14913	0.17608	
			0.18533	0.13194	0.12801	0.12381	0.11890	0.12009	0.12891	0.13709	0.15188	0.18058	
				0.20037	0.14041	0.13902	0.13460	0.13381	0.13393	0.14387	0.15850	0.17401	
					0.21618	0.15406	0.15113	0.14998	0.14867	0.14987	0.16475	0.18234	
						0.24074	0.16687	0.16894	0.16611	0.16787	0.17424	0.19460	
							0.26648	0.18824	0.18626	0.19026	0.19361	0.19988	
								0.29781	0.21574	0.21705	0.22379	0.23073	
									0.33539	0.23210	0.23677	0.24351	
										0.37686	0.25047	0.25965	
											0.42954	0.27693	
												0.49000	
