0.30549	0.19715	0.20640	0.21470	0.20779	0.20511	0.21859	0.23257	0.24696	0.26640	0.28754	0.31433	0.35307	
	0.33441	0.22255	0.23351	0.22533	0.22426	0.22393	0.24083	0.25682	0.27667	0.29518	0.32352	0.36108	
		0.36558	0.25244	0.24754	0.24392	0.24435	0.24383	0.26386	0.28383	0.30457	0.33157	0.36938	
			0.39812	0.26797	0.26563	0.26333	0.26676	0.27013	0.29123	0.31230	0.34125	0.37966	
				0.43153	0.28300	0.28194	0.28524	0.29061	0.29752	0.32597	0.35258	0.38095	
					0.46404	0.30158	0.30866	0.31167	0.31750	0.33089	0.35895	0.39472	
						0.49670	0.32829	0.33334	0.34145	0.35246	0.36939	0.40384	
							0.53493	0.35801	0.36361	0.37466	0.39247	0.41649	
								0.57301	0.38951	0.40132	0.42151	0.44514	
									0.61002	0.41549	0.42959	0.45213	
										0.64866	0.44265	0.46784	
											0.68950	0.47970	
												0.73073	
