	0.10660	0.11114	0.11611	0.10630	0.10102	0.10522	0.10882	0.11557	0.12338	0.13211	0.14538	0.16289	
		0.12301	0.12523	0.11631	0.11016	0.10491	0.11161	0.11816	0.12576	0.13331	0.14710	0.16777	
			0.13384	0.12982	0.12351	0.11656	0.11381	0.12015	0.12670	0.13608	0.14753	0.16889	
				0.13895	0.13346	0.12773	0.12423	0.12398	0.13032	0.13830	0.15002	0.17381	
					0.14406	0.14215	0.13566	0.13633	0.13331	0.14346	0.15450	0.16830	
						0.15295	0.14796	0.14585	0.14444	0.14695	0.15840	0.17169	
							0.16016	0.16030	0.16037	0.16049	0.16590	0.18131	
								0.17607	0.17429	0.17561	0.17907	0.18695	
									0.19805	0.19956	0.20416	0.20936	
										0.20978	0.21382	0.22005	
											0.22718	0.23091	
												0.25014	
													
