0.12652	0.06280	0.06528	0.06834	0.05833	0.05343	0.05534	0.05913	0.06520	0.07108	0.07804	0.08693	0.10173	
	0.12557	0.07578	0.08210	0.07119	0.06303	0.05804	0.06204	0.06740	0.07198	0.08019	0.08623	0.10892	
		0.12764	0.08980	0.08304	0.07540	0.06915	0.06288	0.06917	0.07481	0.08185	0.09203	0.11140	
			0.13326	0.09118	0.08576	0.08014	0.07503	0.07219	0.07796	0.08439	0.09538	0.11406	
				0.13985	0.09551	0.09096	0.08692	0.08437	0.08097	0.08664	0.09660	0.10767	
					0.14715	0.10270	0.09903	0.09600	0.09179	0.09262	0.10214	0.11315	
						0.15762	0.11027	0.10945	0.10515	0.10379	0.10780	0.11811	
							0.17113	0.12679	0.12258	0.12037	0.12225	0.12585	
								0.18897	0.14279	0.14609	0.14599	0.14965	
									0.21832	0.15201	0.15666	0.16102	
										0.24679	0.16836	0.17655	
											0.29301	0.19127	
												0.34420	
