	0.15033	0.15554	0.16233	0.15494	0.14836	0.15767	0.16463	0.17629	0.18449	0.19690	0.21356	0.24096	
		0.16920	0.17589	0.16735	0.16365	0.16065	0.17076	0.18108	0.19002	0.20061	0.21778	0.24763	
			0.18980	0.18322	0.17941	0.17603	0.17176	0.18459	0.19394	0.20887	0.22407	0.25382	
				0.19463	0.19224	0.19203	0.18962	0.18777	0.20117	0.21244	0.23017	0.26299	
					0.20933	0.20578	0.20303	0.20539	0.20511	0.22084	0.23656	0.25653	
						0.22204	0.22107	0.22227	0.22222	0.22422	0.24340	0.26241	
							0.23825	0.23791	0.24144	0.24459	0.25220	0.27619	
								0.25962	0.25726	0.26469	0.27294	0.28213	
									0.28863	0.29259	0.29813	0.31182	
										0.29983	0.31049	0.32331	
											0.32515	0.33405	
												0.35282	
													
