	0.36020	0.36914	0.37860	0.37687	0.38237	0.40428	0.42584	0.44634	0.47334	0.50215	0.53196	0.57607	
		0.39001	0.39741	0.39588	0.40057	0.41076	0.43048	0.45538	0.48687	0.51066	0.54229	0.58286	
			0.41435	0.41160	0.41696	0.42876	0.44058	0.46586	0.48941	0.51527	0.54971	0.58954	
				0.43042	0.43696	0.44508	0.45673	0.47303	0.49888	0.52874	0.55700	0.60001	
					0.45555	0.46081	0.47495	0.49173	0.50561	0.53801	0.56805	0.60000	
						0.47867	0.49166	0.50843	0.52484	0.54329	0.57724	0.60808	
							0.50675	0.52295	0.54078	0.55924	0.58187	0.62211	
								0.54095	0.55620	0.57929	0.60104	0.62669	
									0.57419	0.59413	0.61794	0.64775	
										0.60468	0.62687	0.65571	
											0.63488	0.66411	
												0.66897	
													
