	0.12978	0.13569	0.14051	0.13353	0.12962	0.13181	0.13932	0.14999	0.15749	0.16939	0.18284	0.20739	
		0.14724	0.15273	0.14583	0.14094	0.13591	0.14446	0.15200	0.16144	0.17231	0.18524	0.21171	
			0.16745	0.15835	0.15451	0.14894	0.14653	0.15492	0.16485	0.17505	0.18911	0.21569	
				0.17086	0.16638	0.16504	0.15885	0.15987	0.16825	0.17830	0.19310	0.22081	
					0.17860	0.17857	0.17416	0.17266	0.17010	0.18448	0.19887	0.21622	
						0.18963	0.18683	0.18902	0.18643	0.18984	0.20750	0.22491	
							0.20111	0.20685	0.20690	0.20991	0.21206	0.22983	
								0.22398	0.22579	0.22668	0.23202	0.24015	
									0.24787	0.25051	0.25902	0.26759	
										0.26366	0.27117	0.27876	
											0.28188	0.29357	
												0.31033	
													
