0.11932	0.05722	0.06079	0.06185	0.05455	0.04735	0.04965	0.05327	0.05652	0.06179	0.06762	0.07649	0.09325	
	0.11962	0.06807	0.07257	0.06521	0.05608	0.05079	0.05320	0.05966	0.06484	0.06973	0.07995	0.09632	
		0.12208	0.08091	0.07473	0.06943	0.05999	0.05607	0.06112	0.06554	0.07204	0.08065	0.09959	
			0.12342	0.08436	0.08048	0.07204	0.06745	0.06341	0.06701	0.07342	0.08321	0.09998	
				0.13086	0.08740	0.08294	0.07721	0.07252	0.07046	0.07674	0.08492	0.09447	
					0.13620	0.09135	0.08971	0.08484	0.08130	0.07883	0.08924	0.09933	
						0.14473	0.09973	0.09882	0.09294	0.09297	0.09482	0.10393	
							0.15503	0.11347	0.11041	0.10605	0.10904	0.11220	
								0.17172	0.13178	0.12943	0.13182	0.13369	
									0.19264	0.13783	0.14091	0.14396	
										0.22222	0.15012	0.15486	
											0.25946	0.17053	
												0.30983	
