0.13277	0.06883	0.07264	0.07513	0.06653	0.06109	0.06484	0.06771	0.07550	0.08151	0.08926	0.10098	0.11855	
	0.13429	0.08439	0.08929	0.07891	0.07271	0.06628	0.07121	0.07805	0.08364	0.08953	0.10208	0.12476	
		0.13669	0.09856	0.09106	0.08278	0.07972	0.07208	0.08212	0.08657	0.09352	0.10621	0.12823	
			0.14534	0.10169	0.09629	0.09056	0.08551	0.08246	0.09020	0.09806	0.10719	0.13015	
				0.15180	0.10626	0.10415	0.09862	0.09484	0.09130	0.10193	0.11280	0.12424	
					0.16192	0.11352	0.11022	0.10849	0.10485	0.10645	0.11874	0.13303	
						0.17580	0.12333	0.12617	0.12248	0.12275	0.12244	0.13698	
							0.19371	0.14252	0.13903	0.13897	0.14221	0.14722	
								0.21407	0.16255	0.16244	0.16656	0.17167	
									0.24676	0.17302	0.17828	0.18244	
										0.28292	0.19203	0.19730	
											0.32792	0.21650	
												0.38435	
